"id","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
1864,5,4,3,3,4,6,2,5,6,5
1865,3,2,2,4,6,5,5,1,6,3
1866,5,5,2,2,2,4,1,5,5,2
1867,2,4,1,2,2,1,3,1,5,2
1868,2,4,2,2,1,6,1,5,5,2
1869,3,3,3,3,3,3,6,4,4,3
1870,6,6,6,5,6,6,6,4,6,4
1871,4,4,4,5,6,4,4,6,5,3
1872,5,6,4,4,3,4,6,3,5,4
1873,4,3,2,2,2,5,4,4,6,4
1874,2,4,2,2,1,4,1,3,4,2
1875,2,4,3,5,5,4,6,4,4,3
1876,2,4,2,3,3,5,2,3,2,3
1877,5,5,6,5,6,5,2,3,5,4
1878,4,5,2,2,4,5,2,4,5,2
1879,2,4,4,4,2,4,4,4,6,3
1880,4,1,2,2,2,4,3,3,2,2
1881,1,1,1,1,1,5,1,6,1,1
1882,1,4,2,1,1,5,3,4,5,2
1883,4,5,5,5,6,6,1,5,4,2
1884,6,6,6,5,6,3,4,4,5,1
1885,5,5,5,4,2,6,1,6,5,1
1886,1,1,1,1,4,6,2,4,4,2
1887,5,5,6,5,4,3,2,2,6,3
1888,4,4,4,3,2,4,4,6,5,2
1889,3,4,1,2,1,5,2,4,5,2
1890,1,3,2,2,3,6,3,6,5,3
1891,4,4,4,4,4,4,1,4,3,3
1892,2,1,1,1,2,5,4,4,5,2
1893,2,2,3,4,4,5,6,5,6,1
1894,5,5,3,3,1,5,5,5,5,1
1895,2,2,2,1,2,5,2,5,2,1
1896,3,2,4,4,4,3,1,5,4,4
1897,5,4,3,2,5,6,3,5,5,2
1898,1,2,1,1,1,6,2,5,6,2
1899,6,5,6,6,5,6,1,6,6,2
1900,4,5,3,3,4,6,3,3,4,3
1901,6,6,6,6,6,6,6,6,5,5
1902,6,6,6,6,6,6,1,5,6,1
1903,1,1,1,1,4,6,1,6,1,2
1904,4,3,3,2,4,4,3,4,3,3
1905,3,4,4,3,4,4,4,4,4,3
1906,1,3,3,4,1,3,3,3,4,4
1907,1,1,1,4,1,6,5,5,5,1
1908,3,4,4,3,3,5,4,4,4,4
1909,2,5,3,1,6,6,1,3,4,2
1910,4,4,4,4,3,6,4,4,4,3
1911,3,4,2,4,2,4,2,4,5,3
1912,5,6,6,1,5,5,2,4,5,2
1913,2,1,4,6,4,6,4,6,6,3
1914,1,4,1,5,3,6,4,5,6,3
1915,1,1,1,2,1,6,1,6,6,1
1916,4,4,2,1,1,6,1,6,1,1
1917,3,3,1,2,5,5,1,3,5,2
1918,1,1,1,1,2,6,1,5,4,2
1919,1,1,1,4,2,4,5,2,5,2
1920,2,2,4,1,4,1,5,5,6,5
1921,3,3,2,3,3,4,4,5,5,3
1922,2,2,2,1,3,5,3,5,5,1
1923,1,1,1,1,1,1,1,1,1,1
1924,3,4,4,3,4,4,2,6,6,2
1925,4,5,4,2,5,2,4,3,6,3
1926,3,4,3,5,2,4,4,1,5,2
1927,4,4,5,4,2,5,4,4,5,2
1928,5,5,6,5,2,6,1,1,6,6
1929,2,2,3,5,1,6,3,5,3,5
1930,4,5,4,3,3,5,4,6,6,1
1931,2,4,1,1,2,4,2,4,4,3
1932,2,2,4,2,2,5,3,4,4,2
1933,2,2,1,2,1,3,5,2,4,3
1934,1,3,3,3,6,3,5,5,2,5
1935,2,5,5,4,4,4,2,4,6,2
1936,2,2,2,2,2,5,2,5,4,2
1937,1,1,2,2,1,6,2,5,5,2
1938,1,2,3,1,1,5,2,6,4,2
1939,4,5,4,4,2,6,2,5,5,3
1940,1,2,1,1,1,6,1,5,6,1
1941,5,4,4,4,3,6,2,3,5,4
1942,4,5,5,3,1,4,5,5,5,5
1943,3,4,5,6,4,6,3,4,6,3
1944,5,4,4,4,4,5,4,3,4,4
1945,5,5,5,3,3,4,6,4,4,4
1946,6,4,3,4,1,6,1,6,5,1
1947,2,2,2,2,1,4,2,5,5,2
1948,2,4,2,1,4,3,4,4,5,2
1949,2,4,3,1,2,5,1,6,4,2
1950,4,6,4,1,1,6,1,6,6,1
1951,3,3,3,4,4,3,1,3,3,4
1952,2,3,2,4,4,6,2,4,6,1
1953,3,4,2,4,1,3,2,4,5,3
1954,5,6,4,2,5,6,4,5,5,1
1955,1,1,1,4,6,6,1,6,6,3
1956,4,3,5,4,4,6,3,4,6,4
1957,1,1,1,2,4,6,4,5,5,5
1958,5,4,6,2,4,5,4,6,6,2
1959,5,5,4,2,3,3,5,5,3,4
1960,1,3,2,2,2,3,1,4,6,3
1961,6,5,5,5,6,6,2,5,6,2
1962,3,2,4,4,5,4,2,3,5,2
1963,3,3,3,4,2,4,3,3,5,4
1964,1,1,5,5,4,3,6,5,6,1
1965,5,2,6,6,2,5,1,4,5,2
1966,3,5,4,6,6,3,3,2,5,2
1967,1,3,2,5,4,5,3,6,6,3
1968,1,1,1,5,1,6,1,5,6,1
1969,4,4,6,5,5,5,1,5,5,2
1970,6,6,6,6,6,5,1,6,5,3
1971,4,4,5,4,5,4,3,4,5,5
1972,4,4,5,2,6,6,1,3,5,2
1973,4,5,6,4,4,6,1,5,6,2
1974,1,2,2,3,1,5,2,6,6,2
1975,2,2,4,1,4,6,1,6,6,2
1976,3,2,1,3,2,5,4,4,5,2
1977,5,4,5,5,5,6,6,6,6,1
1978,1,1,1,2,1,6,1,6,6,1
1979,5,6,5,4,4,4,1,6,6,1
1980,2,3,3,2,5,4,2,4,5,2
1981,5,6,5,5,5,6,2,6,6,1
1982,2,6,5,6,5,6,1,6,6,2
1983,2,3,1,2,2,5,1,6,5,2
1984,4,6,4,5,1,5,1,6,6,1
1985,1,1,1,6,1,6,1,6,2,5
1986,2,2,2,2,1,6,2,4,4,2
1987,3,4,4,6,5,2,3,4,4,3
1988,1,1,1,5,1,6,2,1,4,1
1989,4,4,2,2,2,6,1,6,2,2
1990,4,4,2,2,2,6,2,4,6,2
1991,3,4,3,3,4,4,3,4,4,4
1992,5,6,6,4,6,4,4,5,5,2
1993,1,2,1,3,2,6,2,6,4,4
1994,3,4,5,3,4,4,6,3,5,4
1995,4,5,4,2,5,5,3,4,6,3
1996,2,3,2,2,5,5,5,5,6,2
1997,1,2,2,2,1,4,3,4,3,2
1998,2,2,4,4,2,6,3,6,4,3
1999,4,3,2,2,1,6,2,5,6,2
2000,4,6,2,2,2,6,2,5,6,2
2001,4,4,5,5,3,3,3,3,5,4
2002,2,2,5,4,4,5,4,4,5,5
2003,1,5,2,1,1,4,5,4,4,4
2004,1,2,2,2,2,5,2,4,5,3
2005,3,3,4,3,5,4,2,3,5,2
2006,2,4,2,4,3,6,1,6,6,1
2007,2,4,4,2,2,4,3,4,4,2
2008,5,5,5,4,3,5,5,5,6,4
2009,1,1,1,2,1,5,6,4,1,2
2010,3,2,2,2,5,5,2,3,3,1
2011,1,1,1,3,2,6,4,4,6,2
2012,1,2,4,2,5,5,3,5,5,5
2013,1,4,3,4,4,5,5,4,5,2
2014,1,2,4,3,2,5,2,5,6,1
2015,3,3,4,4,1,6,1,4,5,1
2016,4,4,5,5,6,6,1,5,6,2
2017,2,4,2,4,2,5,1,4,6,1
2018,2,5,2,5,4,4,5,5,6,1
2019,2,2,4,6,1,3,3,5,6,2
2020,2,4,4,2,5,4,4,4,6,2
2021,2,2,1,3,1,6,2,4,6,4
2022,2,3,3,2,2,4,3,4,4,4
2023,3,4,4,3,3,6,2,5,6,1
2024,5,6,5,3,1,4,4,2,5,4
2025,2,2,2,2,3,4,5,4,4,3
2026,6,6,1,1,1,6,6,4,4,4
2027,1,4,1,2,1,5,5,4,6,1
2028,1,3,1,1,2,5,3,5,5,5
2029,1,2,1,2,4,3,4,2,6,4
2030,1,3,5,4,4,5,1,5,6,1
2031,2,2,3,2,5,3,2,5,4,2
2032,5,4,2,6,5,6,1,5,6,2
2033,3,4,5,5,2,6,1,4,5,4
2034,4,5,4,4,3,5,1,5,5,1
2035,1,1,1,1,1,6,1,6,6,1
2036,1,2,1,2,1,4,6,3,4,4
2037,4,6,5,6,6,4,6,2,6,1
2038,1,2,4,5,1,5,5,5,6,4
2039,2,1,4,1,1,6,1,5,5,3
2040,2,2,1,2,2,4,4,5,4,2
2041,6,5,5,3,1,5,6,4,6,4
2042,1,1,1,1,3,4,3,4,5,2
2043,3,4,4,4,4,3,1,4,5,3
2044,2,2,2,3,1,6,2,5,5,3
2045,3,5,4,4,4,3,5,3,6,4
2046,5,5,5,4,2,6,2,5,4,1
2047,2,3,4,4,2,4,1,4,5,3
2048,2,2,2,1,4,4,4,4,3,3
2049,2,3,4,5,2,3,3,5,5,2
2050,2,5,4,2,4,5,2,5,5,2
2051,3,4,4,3,4,5,2,6,5,2
2052,1,1,1,5,1,4,1,5,5,2
2053,1,2,1,1,2,4,1,4,6,1
2054,4,4,2,3,2,4,4,5,6,2
2055,4,4,4,4,4,5,3,5,5,2
2056,4,4,3,2,5,5,4,6,4,2
2057,2,3,5,5,4,5,2,6,5,1
2058,2,4,4,5,2,4,4,3,6,1
2059,2,3,4,5,3,4,2,4,5,2
2060,3,3,1,1,2,5,3,5,4,2
2061,1,6,1,1,6,5,2,6,5,2
2062,5,6,6,4,6,4,4,2,5,2
2063,6,6,5,6,6,6,1,6,6,2
2064,4,4,3,4,2,5,5,4,4,5
2065,1,1,1,1,1,6,1,6,6,1
2066,1,2,1,2,1,4,2,5,6,2
2067,1,2,3,2,1,6,2,5,5,2
2068,3,4,1,2,3,6,2,5,6,2
2069,3,3,1,3,2,5,4,3,6,2
2070,3,4,1,3,4,4,2,3,5,2
2071,1,3,2,2,3,4,1,3,4,4
2072,1,2,2,2,2,5,4,5,6,3
2073,5,5,3,6,5,5,1,6,6,1
2074,2,5,1,2,1,6,1,6,5,2
2075,1,2,5,2,2,5,3,5,6,2
2076,2,2,1,1,2,5,3,4,5,3
2077,2,1,1,2,1,4,1,4,5,3
2078,3,5,5,4,6,4,4,3,6,5
2079,2,3,5,4,2,4,4,4,3,3
2080,3,4,4,4,3,6,1,6,6,1
2081,2,2,2,5,1,6,2,6,6,1
2082,2,2,2,2,3,4,3,4,4,3
2083,6,1,5,4,3,6,2,4,5,2
2084,1,3,3,3,4,6,1,6,6,1
2085,5,5,5,5,5,5,3,3,5,3
2086,2,3,2,1,2,6,2,5,5,1
2087,3,5,5,4,4,6,1,6,5,2
2088,1,1,1,2,6,5,4,4,1,6
2089,2,4,4,2,2,4,2,2,6,1
2090,3,4,3,1,3,6,2,6,5,2
2091,1,1,1,1,1,6,1,6,6,1
2092,1,2,2,2,1,4,2,5,4,2
2093,1,2,2,2,1,4,2,5,4,2
2094,1,2,2,2,1,4,2,5,4,2
2095,1,2,2,2,1,4,2,5,4,2
2096,3,3,5,6,2,6,3,6,6,1
2097,5,4,1,4,2,6,4,5,5,2
2098,1,2,2,1,1,6,1,5,6,3
2099,4,4,3,2,1,6,1,6,4,1
2100,3,4,4,2,2,5,3,4,4,3
2101,1,5,1,6,5,6,3,5,6,2
2102,5,4,1,4,5,4,1,4,6,1
2103,4,4,4,4,3,4,2,5,5,2
2104,4,4,4,3,4,5,5,6,4,2
2105,1,3,4,5,3,5,2,4,5,1
2106,5,5,5,5,4,5,3,5,6,2
2107,3,4,3,3,3,6,1,5,6,1
2108,2,2,1,1,2,6,1,6,5,2
2109,2,2,2,1,2,6,3,6,5,4
2110,3,4,2,1,1,6,1,6,2,2
2111,4,5,5,5,2,5,3,5,5,1
2112,2,3,2,4,5,6,2,5,6,2
2113,4,4,4,3,4,4,4,5,4,2
2114,3,4,5,3,2,3,4,3,4,4
2115,2,2,5,2,3,5,3,4,5,2
2116,2,4,5,3,1,4,4,5,6,4
2117,3,3,2,4,2,5,2,4,6,3
2118,1,4,4,1,2,5,1,5,6,1
2119,2,2,2,2,2,4,4,4,4,3
2120,5,4,5,3,2,4,3,4,5,2
2121,2,2,1,4,3,4,2,4,4,3
2122,2,2,4,1,1,4,3,3,2,2
2123,1,1,1,2,1,5,5,2,2,1
2124,1,3,3,3,5,4,3,4,5,1
2125,1,1,1,1,3,3,4,4,4,2
2126,2,4,2,1,2,5,5,3,4,3
2127,5,5,3,2,4,6,3,5,2,3
2128,2,2,2,2,2,6,2,4,5,2
2129,1,1,1,1,1,4,1,3,5,3
2130,3,5,2,2,2,4,2,4,5,2
2131,1,3,3,2,2,4,2,4,6,1
2132,4,5,3,6,4,6,4,4,4,3
2133,1,2,1,3,2,5,2,6,3,1
2134,1,2,3,6,2,2,3,3,5,5
2135,5,4,4,4,5,5,6,4,6,3
2136,3,4,2,6,5,6,6,6,6,3
2137,4,5,6,2,4,5,1,5,6,1
2138,1,2,1,2,2,4,5,4,5,4
2139,1,1,1,1,1,6,4,5,5,2
2140,1,1,1,1,1,5,1,6,3,3
2141,2,2,1,2,4,3,2,5,6,1
2142,1,5,5,2,1,4,3,2,2,4
2143,3,2,4,3,4,4,6,2,4,4
2144,2,2,2,3,4,3,2,4,4,2
2145,4,5,3,4,6,4,4,4,5,3
2146,2,3,3,2,4,5,3,4,5,1
2147,1,2,2,2,5,2,5,2,5,2
2148,3,2,3,4,2,3,5,3,4,3
2149,2,2,2,3,4,4,4,4,4,4
2150,3,5,2,2,4,6,2,3,6,1
2151,4,5,2,4,4,4,1,1,6,1
2152,2,3,3,1,2,6,2,4,5,2
2153,2,1,1,1,6,4,1,5,5,4
2154,6,5,6,6,6,5,6,4,6,5
2155,3,4,2,2,1,5,2,4,6,2
2156,2,2,1,1,1,3,5,3,5,4
2157,1,1,1,1,1,6,1,5,2,1
2158,1,4,4,4,3,5,3,6,6,1
2159,2,5,1,1,1,6,2,6,5,3
2160,1,4,1,1,2,5,3,5,5,3
2161,1,2,3,4,1,4,2,4,5,2
2162,4,5,5,6,5,5,2,4,6,1
2163,4,2,2,3,1,5,6,2,6,1
2164,3,3,5,2,3,5,4,5,5,3
2165,4,5,5,4,5,2,4,3,6,4
2166,2,2,2,1,4,3,4,4,4,2
2167,2,2,1,2,2,3,3,4,3,4
2168,2,4,3,1,4,6,1,6,6,1
2169,2,4,1,1,3,5,4,4,2,3
2170,3,3,4,4,4,5,3,5,4,3
2171,2,2,3,3,6,5,3,5,6,1
2172,4,4,2,2,2,5,5,5,4,4
2173,3,2,3,2,5,6,2,6,6,2
2174,1,1,1,1,2,4,4,4,6,6
2175,4,4,5,5,4,5,3,4,6,3
2176,1,1,1,1,3,5,5,5,5,1
2177,1,4,2,5,3,6,1,5,6,3
2178,2,4,2,4,3,4,3,4,5,3
2179,2,3,2,6,6,6,2,3,6,3
2180,2,2,6,3,1,6,1,4,3,4
2181,1,1,1,1,1,6,1,1,6,1
2182,2,3,2,3,2,4,3,4,4,4
2183,6,6,5,4,1,6,1,6,6,1
2184,5,5,6,4,2,5,2,5,5,2
2185,5,6,4,6,6,5,1,6,2,4
2186,4,4,3,6,5,6,1,6,6,1
2187,4,6,4,4,4,6,6,6,3,4
2188,1,2,2,1,1,6,1,6,5,1
2189,3,5,3,3,4,4,5,4,5,3
2190,1,1,1,1,2,5,1,4,5,1
2191,5,5,4,5,5,4,4,4,6,4
2192,6,6,6,1,4,6,1,6,3,1
2193,5,5,5,6,6,5,4,4,5,2
2194,5,5,4,5,4,5,2,5,5,1
2195,5,6,6,5,6,5,5,4,6,2
2196,2,4,2,3,5,2,4,4,4,5
2197,2,3,4,5,4,5,4,4,4,3
2198,3,4,5,4,4,4,3,4,5,2
2199,2,5,2,2,3,5,1,5,6,2
2200,1,2,2,2,4,5,3,5,6,3
2201,2,4,4,5,3,5,3,4,4,3
2202,2,2,5,4,3,6,2,4,6,2
2203,3,4,5,2,3,6,5,6,6,1
2204,2,2,2,2,2,6,1,5,6,1
2205,2,3,4,2,3,5,3,4,5,3
2206,2,4,4,4,4,4,2,5,5,2
2207,5,6,4,5,4,4,2,5,5,2
2208,4,4,5,6,1,5,1,4,5,1
2209,2,3,2,3,1,6,1,5,3,3
2210,2,4,2,4,4,6,1,5,6,1
2211,5,4,2,1,1,5,2,5,5,1
2212,5,6,4,5,6,5,2,5,5,2
2213,6,6,6,6,6,6,4,2,6,1
2214,4,5,4,2,4,4,1,3,3,2
2215,2,2,4,3,2,6,2,4,5,4
2216,2,2,3,2,1,5,5,4,5,2
2217,2,4,2,5,5,3,4,3,4,3
2218,2,2,2,2,1,6,1,5,6,2
2219,6,6,4,5,5,4,5,4,5,5
2220,3,4,3,4,3,5,2,4,4,2
2221,1,2,1,2,2,6,2,5,5,1
2222,2,3,1,1,1,5,2,6,5,1
2223,4,4,5,3,2,6,3,4,5,1
2224,3,4,3,3,4,4,4,4,6,4
2225,4,5,1,2,6,4,2,3,4,4
2226,1,1,2,2,2,6,4,4,6,2
2227,3,3,3,4,1,6,3,6,6,4
2228,1,1,1,1,1,6,2,5,6,1
2229,3,3,4,4,2,4,2,4,5,4
2230,2,2,2,4,6,2,5,2,2,5
2231,2,2,2,2,2,5,1,4,6,2
2232,4,4,4,4,2,5,4,5,2,4
2233,4,5,5,3,4,4,4,5,6,2
2234,2,2,1,5,2,4,2,4,5,3
2235,2,2,2,1,4,6,1,6,6,1
2236,2,4,3,2,5,5,4,4,4,3
2237,5,4,5,3,1,6,1,4,5,1
2238,4,3,2,3,4,4,5,2,5,2
2239,3,5,2,5,6,6,6,5,5,2
2240,5,5,3,2,4,5,2,3,5,2
2241,4,4,4,4,4,6,1,4,4,5
2242,4,4,5,2,3,4,2,4,5,3
2243,2,4,4,3,3,4,2,5,4,2
2244,4,4,3,3,4,4,4,3,4,4
2245,4,4,2,2,4,6,5,4,6,2
2246,4,5,2,2,6,6,3,5,4,6
2247,1,1,2,2,2,4,2,3,4,1
2248,5,6,6,6,6,6,1,5,6,1
2249,2,5,5,4,4,5,4,4,5,5
2250,2,2,3,1,2,6,4,6,5,2
2251,3,4,6,4,3,5,4,3,6,4
2252,3,4,4,3,3,6,2,5,5,2
2253,2,2,2,4,6,2,5,4,6,3
2254,4,5,5,5,5,6,1,5,6,1
2255,1,4,2,2,1,2,4,4,4,4
2256,2,4,4,6,5,4,6,4,5,6
2257,4,5,6,4,5,6,3,4,6,1
2258,4,4,2,2,2,5,1,6,6,3
2259,1,3,3,5,6,4,5,3,6,3
2260,2,3,2,3,5,3,3,5,6,1
2261,5,5,5,4,2,6,1,6,6,1
2262,3,3,4,4,4,5,4,2,5,2
2263,2,5,1,4,1,6,1,6,6,1
2264,1,4,2,1,4,4,6,5,4,1
2265,3,5,5,4,4,6,1,6,5,2
2266,1,3,2,4,1,4,2,3,5,2
2267,2,2,2,1,1,6,2,5,5,1
2268,2,2,3,6,2,6,1,6,4,1
2269,4,5,4,2,2,6,2,5,5,3
2270,1,1,1,4,3,6,1,6,3,2
2271,3,4,6,6,3,4,2,5,6,1
2272,5,4,1,1,5,6,6,5,6,1
2273,6,6,6,5,1,6,1,6,6,1
2274,3,4,5,4,2,6,1,5,5,1
2275,2,1,1,4,3,5,4,4,5,3
2276,2,2,4,2,3,4,2,5,5,4
2277,1,5,3,5,2,5,3,4,4,4
2278,4,5,5,5,4,5,2,5,6,2
2279,1,3,3,2,2,5,3,2,5,4
2280,1,4,4,2,5,4,3,4,3,2
2281,1,2,6,3,4,6,6,4,5,6
2282,2,4,1,1,1,2,4,2,5,4
2283,5,2,6,4,2,5,5,4,4,2
2284,2,2,5,4,4,6,1,4,5,3
2285,5,5,6,6,2,4,5,3,4,4
2286,5,5,2,2,1,6,1,5,6,1
2287,1,1,1,4,1,5,2,5,5,2
2288,3,4,3,5,2,3,2,5,3,2
2289,1,1,1,1,1,6,1,6,6,2
2290,1,1,1,5,1,4,2,4,4,1
2291,5,6,6,6,6,6,2,4,6,2
2292,4,5,5,4,4,4,2,5,5,2
2293,1,2,1,2,1,5,5,4,4,2
2294,2,2,1,1,1,5,4,5,5,1
2295,4,5,5,3,1,5,1,5,6,2
2296,4,5,4,1,2,6,1,6,6,2
2297,1,1,1,2,4,5,1,4,6,5
2298,1,2,4,4,6,5,1,4,5,2
2299,2,2,1,2,2,2,5,5,5,1
2300,1,6,2,2,3,4,5,5,6,1
2301,1,1,1,2,2,4,5,2,5,5
2302,2,2,3,2,1,6,2,3,6,5
2303,1,1,1,2,2,5,3,4,3,3
2304,2,4,2,2,3,5,5,6,6,3
2305,1,1,1,1,3,4,4,4,5,3
2306,1,2,1,2,1,5,1,5,4,1
2307,2,4,2,3,1,6,1,5,5,1
2308,3,5,4,3,3,4,5,3,4,3
2309,5,6,5,4,2,6,3,5,5,2
2310,2,3,5,2,3,5,4,4,5,3
2311,2,2,2,4,3,4,5,2,5,5
2312,4,4,5,3,4,2,5,1,4,5
2313,2,2,6,4,2,6,1,6,6,1
2314,4,5,6,3,4,5,2,5,6,2
2315,2,4,1,2,1,6,4,4,6,4
2316,4,4,3,2,1,5,2,6,2,2
2317,3,3,5,5,2,6,2,4,5,5
2318,4,3,3,2,4,6,6,5,6,2
2319,4,4,2,2,2,4,1,3,3,2
2320,3,4,4,2,5,6,4,5,5,1
2321,2,4,3,3,3,4,1,4,5,2
2322,2,2,4,3,2,4,3,4,5,3
2323,2,4,5,5,3,5,3,4,5,2
2324,5,4,5,5,6,6,3,5,6,1
2325,2,3,2,5,2,6,3,4,6,3
2326,4,4,4,6,5,6,5,5,6,2
2327,1,1,1,2,2,4,4,4,5,5
2328,3,4,4,4,4,5,4,4,6,4
2329,3,2,3,3,1,5,2,6,6,5
2330,3,3,3,2,4,5,3,6,5,2
2331,2,4,4,5,3,4,1,5,6,1
2332,2,2,1,3,4,6,2,5,5,2
2333,6,6,5,6,5,5,2,5,2,4
2334,6,6,4,4,1,6,1,6,6,1
2335,1,2,3,6,2,5,1,6,6,3
2336,1,1,1,1,1,5,3,6,3,2
2337,6,6,6,5,6,5,1,6,6,6
2338,2,2,2,2,1,5,1,6,6,1
2339,4,4,4,5,4,4,2,4,6,2
2340,4,5,6,4,5,5,3,4,5,2
2341,5,5,5,6,5,2,5,3,6,4
2342,6,5,5,6,1,5,6,2,6,4
2343,5,5,5,4,5,6,4,4,4,4
2344,4,4,3,4,5,4,6,3,5,4
2345,4,4,4,4,5,4,4,4,4,4
2346,1,3,1,2,1,4,2,4,4,2
2347,1,2,2,4,3,2,4,4,4,4
2348,1,2,4,5,2,6,1,5,6,1
2349,6,6,6,6,5,6,1,5,6,1
2350,4,5,2,4,4,2,2,3,5,2
2351,2,2,2,2,2,6,2,5,6,2
2352,4,4,4,4,3,4,3,2,4,4
2353,4,5,4,3,5,6,4,5,6,3
2354,2,2,1,1,1,4,2,4,6,2
2355,1,1,4,4,2,5,2,5,6,2
2356,2,4,2,1,3,1,2,1,4,2
2357,2,4,2,2,1,6,2,6,6,1
2358,6,6,2,2,2,6,1,4,6,2
2359,1,3,1,4,4,6,2,6,6,1
2360,5,3,3,3,4,4,4,4,3,4
2361,3,4,4,4,5,3,5,4,4,5
2362,3,3,3,3,2,6,1,6,6,1
2363,4,5,2,3,1,6,1,6,6,1
2364,5,4,6,4,4,5,3,5,6,5
2365,2,3,3,4,3,4,3,4,5,2
2366,4,4,2,3,5,4,5,3,5,5
2367,1,1,1,2,2,5,1,5,4,2
2368,5,5,5,4,5,4,3,6,5,3
2369,4,3,4,1,2,5,2,4,5,3
2370,2,2,2,2,4,6,1,6,5,1
2371,1,1,1,1,1,4,2,4,3,5
2372,1,2,1,3,1,5,4,5,5,2
2373,3,2,3,5,3,4,2,3,4,2
2374,3,1,4,6,6,2,4,2,5,2
2375,3,4,2,4,2,5,2,6,6,2
2376,5,5,6,6,5,5,1,5,6,1
2377,5,5,4,4,5,6,1,5,6,2
2378,3,2,1,5,2,2,5,5,4,2
2379,2,4,4,1,1,5,2,4,3,1
2380,5,5,6,5,6,3,2,4,6,4
2381,2,2,2,6,3,4,1,4,6,1
2382,4,4,5,5,4,5,4,5,5,3
2383,1,1,1,1,1,5,5,4,5,4
2384,2,2,2,1,1,4,3,5,6,4
2385,1,4,5,6,6,5,2,4,6,2
2386,1,1,1,1,1,6,1,6,6,1
2387,1,2,4,3,4,5,1,4,5,2
2388,3,4,5,4,5,5,4,5,4,3
2389,3,5,2,1,1,5,1,5,4,2
2390,5,1,2,2,1,5,1,6,6,1
2391,3,3,5,2,5,5,3,4,5,4
2392,5,6,4,2,2,6,3,5,3,5
2393,4,3,4,4,4,5,4,5,5,2
2394,5,5,4,4,4,6,4,4,5,5
2395,3,3,4,4,4,5,2,5,5,1
2396,3,3,4,4,4,4,1,4,5,3
2397,5,5,6,4,5,4,4,4,4,4
2398,3,4,3,5,4,5,4,5,3,4
2399,1,4,3,6,1,6,1,2,6,1
2400,3,4,1,1,1,6,4,6,5,1
2401,2,2,3,4,3,6,2,4,5,2
2402,3,4,5,2,5,5,3,5,5,2
2403,1,2,1,2,6,4,1,5,6,2
2404,1,2,1,5,4,5,1,4,6,4
2405,2,4,2,2,2,5,2,3,5,1
2406,1,2,1,1,1,5,1,4,4,5
2407,2,5,4,2,2,6,1,5,6,1
2408,2,4,6,4,6,3,5,2,6,1
2409,2,2,2,5,4,5,5,5,2,4
2410,1,4,2,1,1,5,3,5,3,4
2411,4,5,4,5,1,5,3,6,6,1
2412,1,2,2,5,2,2,5,2,3,2
2413,4,4,3,2,4,4,5,4,5,4
2414,6,6,6,6,6,6,1,6,6,1
2415,2,2,1,1,2,5,2,5,2,2
2416,2,2,3,3,3,6,1,6,5,1
2417,1,1,1,1,2,5,1,5,4,2
2418,2,4,5,5,1,6,1,5,4,1
2419,6,4,5,3,6,4,5,5,5,5
2420,4,4,4,2,1,6,1,6,6,2
2421,3,3,4,2,4,3,3,3,4,3
2422,1,1,4,4,1,5,1,2,5,3
2423,2,2,2,1,3,6,4,5,6,3
2424,4,1,3,1,6,5,6,6,6,2
2425,2,2,2,3,1,4,2,6,6,1
2426,1,1,1,1,1,5,4,1,4,1
2427,4,3,2,2,3,6,1,5,3,1
2428,3,2,2,4,4,6,4,4,6,1
2429,6,6,4,2,1,6,5,4,6,2
2430,1,4,3,2,1,5,1,5,6,1
2431,4,3,4,4,3,5,4,5,4,4
2432,6,6,5,5,1,5,4,5,4,6
2433,1,4,5,4,3,5,6,5,6,6
2434,4,4,4,2,1,5,1,6,5,6
2435,1,4,2,1,1,5,6,1,4,3
2436,1,2,1,1,2,3,1,5,5,5
2437,1,1,1,1,1,6,1,6,6,1
2438,1,2,1,1,2,4,3,5,3,6
2439,1,2,2,3,2,2,6,2,4,3
2440,6,4,5,3,6,2,6,5,5,3
2441,1,4,1,1,4,6,1,6,6,3
2442,2,2,5,5,1,5,4,4,5,2
2443,5,5,3,4,5,6,1,6,6,2
2444,4,2,3,3,6,6,5,5,4,5
2445,6,6,6,6,2,6,2,6,6,1
2446,6,4,3,4,4,5,1,3,1,2
2447,3,3,3,2,3,4,4,4,4,4
2448,1,1,4,2,1,5,2,5,1,3
2449,1,1,2,2,3,6,4,5,6,2
2450,2,2,4,2,5,5,1,5,5,2
2451,6,6,6,1,4,5,5,6,5,2
2452,4,3,4,5,1,4,2,4,1,4
2453,5,3,3,2,4,4,2,3,4,3
2454,1,3,4,1,3,4,4,5,5,1
2455,6,6,6,5,4,6,3,6,5,2
2456,2,2,2,3,3,2,5,3,3,5
2457,6,6,6,3,1,6,5,5,5,1
2458,2,3,3,2,2,4,2,5,3,3
2459,6,6,4,6,1,6,1,5,6,2
2460,6,6,5,2,6,6,2,5,5,1
2461,4,4,3,4,2,5,2,4,2,2
2462,3,2,3,6,5,5,4,4,1,2
2463,5,6,6,5,5,5,1,3,4,2
2464,4,5,4,6,4,3,1,4,6,3
2465,6,6,6,6,4,3,6,1,6,6
2466,3,2,4,2,4,3,1,2,3,5
2467,3,5,6,4,3,3,2,4,5,3
2468,4,4,5,3,4,4,4,5,4,4
2469,5,5,2,1,2,5,6,5,4,2
2470,4,3,5,3,4,5,5,6,4,3
